text,created_at,id_str
Puerto Rico is one of the most corrupt places on earth. Their political system is broken and their politicians are either Incompetent or Corrupt. Congress approved Billions of Dollars last time more than anyplace else has ever gotten and it is sent to Crooked Pols. No good!....,08-28-2019 14:45:28,1166723477879087104
....And by the way I’m the best thing that’s ever happened to Puerto Rico!,08-28-2019 14:45:28,1166723478776684544
Just watched @FoxNews heavily promoting the Democrats through their DNC Communications Director spewing out whatever she wanted with zero pushback by anchor @SandraSmithFox. Terrible considering that Fox couldn’t even land a debate the Dems give them NOTHING! @CNN &amp; @MSNBC....,08-28-2019 13:57:56,1166711516701347842
So interesting to read and see all of the free and interesting advice I am getting on China from people who have tried to handle it before and failed miserably - In fact they got taken to the cleaners. We are doing very well with China. This has never happened to them before!,08-28-2019 12:06:23,1166683442098163712
A made up Radical Left Story about Doral bedbugs but Bret Stephens is loaded up with them! Been calling me wrong for years along with the few remaining Never Trumpers - All Losers! https://t.co/KlzzMC40Vt,08-28-2019 03:23:11,1166551774431498247
Axios (whatever that is) sat back and said GEEEEE let’s see what can we make up today to embarrass the President? Then they said “why don’t we say he wants to bomb a hurricane that should do it!” The media in our Country is totally out of control!,08-27-2019 23:30:51,1166493307377078272
Wow! Yet another big storm heading to Puerto Rico. Will it ever end? Congress approved 92 Billion Dollars for Puerto Rico last year an all time record of its kind for “anywhere.”,08-27-2019 16:09:22,1166382203808440320
Just returned to Washington from France and the very successful G-7 only to find that the Fake News is still trying to perpetuate the phony story that I wanted to use Nuclear weapons to blow up hurricanes before they reach shore. This is so ridiculous never happened!,08-27-2019 02:30:17,1166176076952940544
The story by Axios that President Trump wanted to blow up large hurricanes with nuclear weapons prior to reaching shore is ridiculous. I never said this. Just more FAKE NEWS!,08-26-2019 09:25:59,1165918301932916736
USMCA make it bipartisan. Everybody wants it! https://t.co/lloDwZr4iN,08-25-2019 18:36:51,1165694542638505984
RT @PressSec: President @realDonaldTrump never stops working on behalf of the American people! 🇺🇸 https://t.co/7sO7Oyo6A9,08-25-2019 18:31:09,1165693109323218944
RT @WhiteHouse: "Our relationship with Prime Minister @AbeShinzo and Japan has been I think the best it's ever been." —President @realDon…,08-25-2019 18:30:58,1165693064465326080
The question I was asked most today by fellow World Leaders who think the USA is doing so well and is stronger than ever before happens to be “Mr. President why does the American media hate your Country so much? Why are they rooting for it to fail?”,08-25-2019 17:30:21,1165677808896507904
Our great Economy is the talk of everyone!,08-24-2019 22:49:23,1165395708595331077
North Carolina Governor Cooper Vetoed a Bill that would have required Sheriffs to cooperate with Ice. This is a terrible decision for the great people of North Carolina. He should reverse his decision and get back to the basics of fighting crime!,08-24-2019 15:35:10,1165286432308695040
Just spoke with President @JairBolsonaro of Brazil. Our future Trade prospects are very exciting and our relationship is strong perhaps stronger than ever before. I told him if the United States can help with the Amazon Rainforest fires we stand ready to assist!,08-23-2019 22:04:25,1165022004392681472
The Dow is down 573 points perhaps on the news that Representative Seth Moulton whoever that may be has dropped out of the 2020 Presidential Race!,08-23-2019 19:01:20,1164975929598316544
RT @MZHemingway: EXCITING NEWS: I've written a book on the Kavanaugh confirmation with the inimitable @JCNSeverino. We interviewed more tha…,08-23-2019 03:56:10,1164748137925402624
RT @Jim_Jordan: Business owners and hard-working Americans tell us every day how great the economy is under President Trump.But now the L…,08-23-2019 03:49:50,1164746544677101568
It was my honor to sign a Presidential Memorandum facilitating the cancellation of student loan debt for 25K of our most severely disabled Veterans. With today’s order we express the everlasting love &amp; loyalty of a truly grateful Nation. God bless our Vets &amp; God Bless America! https://t.co/MMMsX3RDQM,08-22-2019 00:20:32,1164331482397204481
.....We are competing with many countries that have a far lower interest rate and we should be lower than them. Yesterday “highest Dollar in U.S.History.” No inflation. Wake up Federal Reserve. Such growth potential almost like never before!,08-21-2019 12:52:27,1164158322058158080
The Fake News LameStream Media is doing everything possible the “create” a U.S. recession even though the numbers &amp; facts are working totally in the opposite direction. They would be willing to hurt many people but that doesn’t matter to them. Our Economy is sooo strong sorry!,08-21-2019 12:32:37,1164153329196384256
.....all Jews Blacks Gays everyone. And importantly he’s good for everyone in America who wants a job.” Wow!  @newsmax  @foxandfriends @OANN,08-21-2019 11:34:52,1164138797220671488
Nobody ever heard of this dope until he met me. He only lasted 11 days! https://t.co/RzX3zjXzga,08-20-2019 02:51:08,1163644606736732165
.....The Fed Rate over a fairly short period of time should be reduced by at least 100 basis points with perhaps some quantitative easing as well. If that happened our Economy would be even better and the World Economy would be greatly and quickly enhanced-good for everyone!,08-19-2019 15:26:20,1163472273388576768
Great cohesion inside the Republican Party the best I have ever seen. Despite all of the Fake News my Poll Numbers are great. New internal polls show them to be the strongest we’ve had so far! Think what they’d be if I got fair media coverage!,08-19-2019 12:21:47,1163425829331841024
Our economy is the best in the world by far. Lowest unemployment ever within almost all categories. Poised for big growth after trade deals are completed. Import prices down China eating Tariffs. Helping targeted Farmers from big Tariff money coming in. Great future for USA!,08-18-2019 19:24:09,1163169730477395968
RT @MariaBartiromo: .@LindseyGrahamSC Sen. Graham: The dream of every leftist is to have a liberal court enacting laws from the bench https…,08-18-2019 18:24:28,1163154713858191360
RT @thebradfordfile: America --Get ready for a campaign the likes of which has never been seen in American history. President @realDona…,08-17-2019 22:02:17,1162847141301293061
RT @dbongino: Everywhere the group ANTIFA (Anti-First Amendment) goes violence and chaos follows. This is a violent anti-civil liberties…,08-17-2019 22:01:45,1162847005544243200
Biggest crowd EVER according to Arena people. Thousands outside trying to get in. Place was packed! Radical Left Dems &amp; their Partner LameStream Media saying Arena empty. Check out pictures. Fake News. The Enemy of the People! https://t.co/KkZWspM93a,08-17-2019 03:11:06,1162562469283471360
Senator Jim Risch of the Great State of Idaho has been an incredible supporter of our Agenda! He is tough on Crime Strong on Borders and will continue to fight for our Second Amendment. Jim will never let you down. He has my Full and Complete Endorsement!,08-16-2019 17:23:59,1162414717505277952
RT @RudyGiuliani: This is more than an hour before and it is as full as a playoff game for a rally for @realDonaldTrump. No one has ever go…,08-16-2019 12:33:14,1162341544797593601
Andrew thank you! We will never forgive or forget. https://t.co/giSOLlCckV,08-15-2019 19:57:28,1162090952170844164
The Fake News Media is doing everything they can to crash the economy because they think that will be bad for me and my re-election. The problem they have is that the economy is way too strong and we will soon be winning big on Trade and everyone knows that including China!,08-15-2019 16:52:53,1162044502292537344
The United States is now by far the Biggest Strongest and Most Powerful Economy in the World it is not even close! As others falter we will only get stronger. Consumers are in the best shape ever plenty of cash. Business Optimism is at an All Time High!,08-15-2019 15:26:16,1162022701457989635
The Philadelphia shooter should never have been allowed to be on the streets. He had a long and very dangerous criminal record. Looked like he was having a good time after his capture and after wounding so many police. Long sentence - must get much tougher on street crime!,08-15-2019 12:59:53,1161985864412667905
....what they were doing. There’s plenty of indication we don’t have to speculate.” @SteveDoocy “Holy cow got to read this book.” @ainsleyearhardt “WOW!”  @foxandfriends  A very serious situation. Can never be allowed to happen again! DRAIN THE SWAMP,08-15-2019 12:26:48,1161977538022989824
RT @seanhannity: RUDY: "I’ve never had a client that’s been cleared three times. Once is usually enough twice is ridiculous three times?!…,08-15-2019 11:39:10,1161965550324654080
RT @parscale: WE MUST ENFORCE OUR LAWS!Both suspects are illegal aliens. One was ordered removed but never left. The other was deported &amp;…,08-14-2019 21:41:48,1161754821835284482
It always happens! When a Conservative does even a fraction of what Chris Cuomo did with his lunatic ranting raving &amp; cursing they get destroyed by the Fake News. But when a Liberal Democrat like Chris Cuomo does it Republicans immediately come to his defense. We never learn!,08-13-2019 20:41:33,1161377272391229440
Our Intelligence has informed us that the Chinese Government is moving troops to the Border with Hong Kong. Everyone should be calm and safe!,08-13-2019 17:17:18,1161325870516264961
RT @RandPaul: Why is the United States always stuck paying for everyone when prosperous nations don’t pay their fair share? @RichardGrenell…,08-12-2019 19:33:09,1160997671756271617
..TV talent. Then during the 2016 Election I would watch as Joe Scarborough &amp; his very angry Psycho wife(?) would push Donny to the point of total humiliation. He would never fight back because he wanted to stay on TV even on a very low rated show all in the name of ambition!,08-11-2019 21:33:00,1160665444619100160
Never has the press been more inaccurate unfair or corrupt! We are not fighting the Democrats they are easy we are fighting the seriously dishonest and unhinged Lamestream Media. They have gone totally CRAZY. MAKE AMERICA GREAT AGAIN!,08-10-2019 12:07:34,1160160760179372032
....mentally ill or deranged people. I am the biggest Second Amendment person there is but we all must work together for the good and safety of our Country. Common sense things can be done that are good for everyone!,08-09-2019 12:03:22,1159797315680555014
Rod Blagojevich the former Governor of Illinois was sentenced to 14 years in prison. He has served 7 years. Many people have asked that I study the possibility of commuting his sentence in that it was a very severe one. White House staff is continuing the review of this matter.,08-08-2019 23:55:17,1159614086709227523
....career in the military retiring from the U.S. Navy in 2010. He commanded at every level including the Naval Special Warfare Command. He has also served as a National Security Fellow at Harvard University. I have no doubt he will do a great job!,08-08-2019 23:12:35,1159603340667445248
....in the world there is nobody even close but unfortunately the same cannot be said about our Federal Reserve. They have called it wrong at every step of the way and we are still winning. Can you imagine what would happen if they actually called it right?,08-08-2019 14:38:17,1159473912616501254
The Dems new weapon is actually their old weapon one which they never cease to use when they are down or run out of facts RACISM! They are truly disgusting! They even used it on Nancy Pelosi. I will be putting out a list of all people who have been so (ridiculously) accused!,08-08-2019 00:48:44,1159265148307046400
I don’t know who Joaquin Castro is other than the lesser brother of a failed presidential candidate (1%) who makes a fool of himself every time he opens his mouth. Joaquin is not the man that his brother is but his brother according to most is not much. Keep fighting Joaquin!,08-08-2019 00:23:47,1159258872223158273
I don’t know who Juaquin Castro is other than the lesser brother of a failed presidential candidate (1%) who makes a fool of himself every time he opens his mouth. Juaquin is not the man that his brother is but his brother according to most is not much. Keep fighting Juaquin!,08-08-2019 00:15:23,1159256758100955136
Watching Fake News CNN is better than watching Shepard Smith the lowest rated show on @FoxNews. Actually whenever possible I turn to @OANN!,08-07-2019 19:55:40,1159191398177890304
“Three more Central Banks cut rates.” Our problem is not China - We are stronger than ever money is pouring into the U.S. while China is losing companies by the thousands to other countries and their currency is under siege - Our problem is a Federal Reserve that is too.....,08-07-2019 12:46:22,1159083361803149312
..”This is an astounding development in journalism. I’ve never seen it happen before I’ve just never seen anything like this! Is that journalism today? I don’t think so!” Mark Penn Former Clinton Advisor. @TuckerCarlson After 3 years I almost got a good headline from the Times!,08-07-2019 10:32:14,1159049604635275264
“Did George Bush ever condemn President Obama after Sandy Hook. President Obama had 32 mass shootings during his reign. Not many people said Obama is out of Control. Mass shootings were happening before the President even thought about running for Pres.” @kilmeade @foxandfriends,08-06-2019 10:47:43,1158691113047416832
The First Lady and I join all Americans in praying and grieving for the victims their families and the survivors. We will stand by their side FOREVER! https://t.co/zOQLvAuXoh,08-05-2019 16:51:23,1158420246119768064
Based on the historic currency manipulation by China it is now even more obvious to everyone that Americans are not paying for the Tariffs – they are being paid for compliments of China and the U.S. is taking in tens of Billions of Dollars! China has always....,08-05-2019 15:58:59,1158407058519207936
We cannot let those killed in El Paso Texas and Dayton Ohio die in vain. Likewise for those so seriously wounded. We can never forget them and those many who came before them. Republicans and Democrats must come together and get strong background checks perhaps marrying....,08-05-2019 10:54:49,1158330512341164032
Today’s shooting in El Paso Texas was not only tragic it was an act of cowardice. I know that I stand with everyone in this Country to condemn today’s hateful act. There are no reasons or excuses that will ever justify killing innocent people....,08-04-2019 04:19:01,1157868518823596032
Today’s shooting in El Paso Texas was not only tragic it was an act of cowardice. I know that I stand with everyone in this Country to condemn today’s hateful act. There are no reasons or excuses that will ever justify killing innocent people....,08-04-2019 01:29:07,1157825761941819392
RT @KTHopkins: The nipple-height Mayor of Londonistan has NEVER been so unpopular. He has MINUS approval ratings because we are stab-city.…,08-03-2019 12:27:30,1157629060568309760
...buy agricultural product from the U.S. in large quantities but did not do so. Additionally my friend President Xi said that he would stop the sale of Fentanyl to the United States – this never happened and many Americans continue to die! Trade talks are continuing and...,08-01-2019 17:26:10,1156979445565202433
China Iran &amp; other foreign countries are looking at the Democrat Candidates and “drooling” over the small prospect that they could be dealing with them in the not too distant future. They would be able to rip off our beloved USA like never before. With President Trump NO WAY!,08-01-2019 14:24:26,1156933712761753600
The people on the stage tonight and last were not those that will either Make America Great Again or Keep America Great! Our Country now is breaking records in almost every category from Stock Market to Military to Unemployment. We have prosperity &amp; success like never before..,08-01-2019 04:05:15,1156777889100173313
...It will soon be time to choose to keep and build upon that prosperity and success or let it go. We are respected again all around the world. Keep it that way! I said I will never let you down and I haven’t. We will only grow bigger better and stronger TOGETHER!,08-01-2019 04:05:15,1156777890501058560
If I hadn’t won the 2016 Election we would be in a Great Recession/Depression right now. The people I saw on stage last night &amp; you can add in Sleepy Joe Harris &amp; the rest will lead us into an economic sinkhole the likes of which we have never seen before. With me only up!,07-31-2019 14:20:54,1156570437188497410
Such a great victory in court yesterday on the Russian Hoax the greatest political scam in the history of our Country. TREASON! Hopefully the Attorney Generel of the United States and all of those working with him will find out in great detail what happened. NEVER AGAIN!!!!,07-31-2019 14:08:05,1156567209528975360
....vindication &amp; exoneration from the Russian WikiLeaks and every other form of HOAX perpetrated by the DNC Radical Democrats and others. This is really big “stuff” especially coming from a highly respected judge who was appointed by President Clinton. The Witch Hunt Ends!,07-30-2019 23:26:26,1156345335087804422
...to ripoff the USA even bigger and better than ever before. The problem with them waiting however is that if &amp; when I win the deal that they get will be much tougher than what we are negotiating now...or no deal at all. We have all the cards our past leaders never got it!,07-30-2019 11:10:02,1156160014173822977
Elijah Cummings never even went to the Southern Border and then he screams at the very good people who despite Congresses failure to fix the Loopholes and Asylum make it work (crossings are way down and the Wall is being built). Even with zero Dem help Border getting strong!,07-30-2019 01:34:29,1156015173997432838
Just remember the Iranians never won a war but never lost a negotiation!,07-29-2019 20:40:44,1155941248705761280
....He is tough on Crime Strong on Borders and will fight for our Second Amendment. Daniel will never let you down. He has my Full and Complete Endorsement!,07-29-2019 20:28:11,1155938089044307970
Baltimore under the leadership of Elijah Cummings has the worst Crime Statistics in the Nation. 25 years of all talk no action! So tired of listening to the same old Bull...Next Reverend Al will show up to complain &amp; protest. Nothing will get done for the people in need. Sad!,07-29-2019 10:49:27,1155792447429054465
“If it weren’t for Donald Trump we would never know how corrupt these Democrats are we would never know for sure that there was a Deep State. Now we know it.” @JudgeJeanine,07-28-2019 10:56:02,1155431717529948162
So sad that Elijah Cummings has been able to do so little for the people of Baltimore. Statistically Baltimore ranks last in almost every major category. Cummings has done nothing but milk Baltimore dry but the public is getting wise to the bad job that he is doing!,07-28-2019 03:35:47,1155320921068056576
We gave Nadler and his Trump hating Dems the complete Mueller Report (we didn’t have to) and even Mueller himself but now that both were a total BUST they say it wasn’t good enough. Nothing will ever be good enough for them. Witch Hunt!,07-27-2019 21:55:39,1155235323938508800
The Democrats were trying mightily to revive the badly &amp; irrevocably tarnished Witch Hunt Hoax until Robert Mueller put on the greatest display of ineptitude &amp; incompetence that the Halls of Congress have ever seen. Truth is he had no facts on his side. Nothing he could do!,07-27-2019 20:15:07,1155210027025797121
President Trump’s Approval Rating on Economy is at 52% a 4 point jump. Fox Poll @foxandfriends  Shouldn’t this be at 100%? Best stock market economy and unemployment numbers ever! Most people working within U.S. ever! Low interest rates very low inflation! Country doing great!,07-25-2019 12:07:27,1154362522830614534
“Yesterday changed everything it really did clear the President. He wins.” @ainsleyearhardt  “It changed everything in favor of the President who said all along this investigation is rooted in nothing. Mueller was exposed as being best friends with Comey. Today you say.....,07-25-2019 11:06:12,1154347111145598976
“The kind of questions the White House Correspondents were asking is almost like they didn’t see what went on at the hearings!” @JesseBWatters  The hearings were a disaster for Robert Mueller &amp; the Democrats. Nevertheless the Fake News Media will try to make the best out of it!,07-24-2019 21:29:01,1154141457743319040
It was NEVER agreed that Robert Mueller could use one of his many Democrat Never Trumper lawyers to sit next to him and help him with his answers. This was specifically NOT agreed to and I would NEVER have agreed to it. The Greatest Witch Hunt in U.S. history by far!,07-24-2019 11:03:41,1153984090712018950
So Robert Mueller has now asked for his long time Never Trumper lawyer to sit beside him and help with answers. What’s this all about? His lawyer represented the “basement server guy” who got off free in the Crooked Hillary case. This should NOT be allowed. Rigged Witch Hunt!,07-24-2019 02:29:14,1153854621783400448
Just got back only to hear of a last minute change allowing a Never Trumper attorney to help Robert Mueller with his testimony before Congress tomorrow. What a disgrace to our system. Never heard of this before. VERY UNFAIR SHOULD NOT BE ALLOWED. A rigged Witch Hunt!,07-23-2019 23:32:21,1153810108654034950
In 2016 I almost won Minnesota. In 2020 because of America hating anti-Semite Rep. Omar &amp; the fact that Minnesota is having its best economic year ever I will win the State! “We are going to be a nightmare to the President” she say. No AOC Plus 3 are a Nightmare for America!,07-23-2019 12:51:15,1153648770883706880
“I completely read the entire Mueller Report and do you know what I concluded after reading both Volume 1 and Volume 2? There is no there there. NO THERE THERE! We completely wasted everybody’s time and taxpayer’s money.” @trish_regan,07-23-2019 02:38:54,1153494667574632449
“I completely read the entire Mueller Report and do you know what I concluded after reading both Volume 1 and Volume 2? There is no there there. NO THERE THERE! We completely wasted everybody’s time and taxpayer’s money.” @trishregan,07-23-2019 02:24:07,1153490947788955648
The Mainstream Media is out of control. They constantly lie and cheat in order to get their Radical Left Democrat views out their for all to see. It has never been this bad. They have gone bonkers &amp; no longer care what is right or wrong. This large scale false reporting is sick!,07-22-2019 12:37:24,1153282896549036032
....except for those stated by me &amp; “reams of paper” were never given to me. It is a made up story meant to demean &amp; belittle. The Post had no sources. The facts remain the same that we have 4 Radical Left Congresswomen who have said very bad things about Israel &amp; our Country!,07-22-2019 12:31:46,1153281480073908224
Thank you very much for revealing the incredible facts which the Fake News Media will never do! @SteveHiltonx @NextRevFNC https://t.co/SgRnbsh5pT,07-22-2019 02:55:00,1153136333994582016
I don’t believe the four Congresswomen are capable of loving our Country. They should apologize to America (and Israel) for the horrible (hateful) things they have said. They are destroying the Democrat Party but are weak &amp; insecure people who can never destroy our great Nation!,07-21-2019 12:07:32,1152912995938443269
I will help Angel Mom (and great woman) Mary Ann Mendoza with Twitter. I know Mary Ann from the beginning and she should never be silenced. She is a winner who has lost so much her child. Twitter if you’re watching please do what you have to do NOW!  @foxandfriends,07-21-2019 10:40:30,1152891090544078848
You can add 10% or 15% to this number. Economy doing better than EVER before! https://t.co/o59vI5tzXn,07-20-2019 11:18:00,1152538139153567744
With the incompetent Mayor of London you will never have safe streets! https://t.co/pJqL1NjyvA,07-20-2019 10:41:20,1152528914482388992
RT @Jim_Jordan: Democrats are outraged about "cages" at border detention facilities. But guess who built EVERY SINGLE ONE: President Obama.…,07-20-2019 10:15:51,1152522500745650176
Great new book “Justice On Trial The Kavanaugh Confirmation and the Future of the Supreme Court.” Fantastic job by Mollie Hemingway and Carrie Severino!,07-19-2019 11:35:55,1152180262849175553
....working with labor and everyone else. He will be a great member of an Administration that has done more in the first 2 ½ years than perhaps any Administration in history!,07-19-2019 00:22:45,1152010855552180224
I want to apprise everyone of an incident in the Strait of Hormuz today involving #USSBoxer a U.S. Navy amphibious assault ship. The BOXER took defensive action against an Iranian drone.... https://t.co/Zql6nAUGxF,07-18-2019 20:13:32,1151948135868051457
Most of the MS-13 Gang members indicted &amp; arrested in L.A. were illegal aliens 19 of 22. They are said to have killed many people in the most brutal fashion. They should never have been allowed in our Country for so long 10 years. We have arrested and deported thousands....,07-18-2019 15:10:20,1151871835564326918
....of which was squandered away or wasted never to be seen again. This is more than twice the amount given to Texas &amp; Florida combined. I know the people of Puerto Rico well and they are great. But much of their leadership is corrupt &amp; robbing the U.S. Government blind!,07-18-2019 14:54:15,1151867786236440576
Most of the MS-13 Gang members indictedand &amp; arrested in L.A. were illegal aliens 19 of 22. They are said to have killed many people in the most brutal fashion. They should never have been allowed in our Country for so long 10 years. We have arrested and deported thousands.....,07-18-2019 14:46:33,1151865848950329346
Together we will continue unleashing the power of American enterprise so every American can know the dignity of work and the pride of a paycheck. With your help we will elect a Republican Congress to create a safe modern fair and LAWFUL system of immigration! #MAGA2020 https://t.co/zxy6zRLGu1,07-18-2019 01:15:36,1151661766562275328
The United States House of Representatives has just overwhelmingly voted to kill the Resolution on Impeachment 332-95-1. This is perhaps the most ridiculous and time consuming project I have ever had to work on. Impeachment of your President who has led the....,07-17-2019 22:24:50,1151618789664071681
....Greatest Economic BOOM in the history of our Country the best job numbers biggest tax reduction rebuilt military and much more is now OVER. This should never be allowed to happen to another President of the United States again!,07-17-2019 22:24:50,1151618791069114368
New Poll: The Rasmussen Poll one of the most accurate in predicting the 2016 Election has just announced that “Trump” numbers have recently gone up by four points to 50%. Thank you to the vicious young Socialist Congresswomen. America will never buy your act!  #MAGA2020,07-17-2019 14:30:20,1151499379821428736
Big Rally tonight in Greenville North Carolina. Lots of great things to tell you about including the fact that our Economy is the best it has ever been. Best Employment &amp; Stock Market Numbers EVER. I’ll talk also about people who love and hate our Country (mostly love)!  7:PM,07-17-2019 12:46:13,1151473175496146945
The Democrats in Congress are getting nothing done not on drug pricing not on immigration not on infrastructure not on nothing! Sooo much opportunity yet all they want to do is go “fishing.” The American people are tired of the never ending Witch Hunt they want results now!,07-17-2019 11:20:26,1151451591171543041
.....Congresswomen who I truly believe based on their actions hate our Country. Get a list of the HORRIBLE things they have said. Omar is polling at 8% Cortez at 21%. Nancy Pelosi tried to push them away but now they are forever wedded to the Democrat Party. See you in 2020!,07-16-2019 13:59:42,1151129281919102976
The Democrat Congresswomen have been spewing some of the most vile hateful and disgusting things ever said by a politician in the House or Senate &amp; yet they get a free pass and a big embrace from the Democrat Party. Horrible anti-Israel anti-USA pro-terrorist &amp; public.....,07-16-2019 11:20:42,1151089268535767042
....Detention facilities are not Concentration Camps! America has never been stronger than it is now – rebuilt Military highest Stock Market EVER lowest unemployment and more people working than ever before. Keep America Great!,07-15-2019 21:08:25,1150874784642867201
We will never be a Socialist or Communist Country. IF YOU ARE NOT HAPPY HERE YOU CAN LEAVE! It is your choice and your choice alone. This is about love for America. Certain people HATE our Country....,07-15-2019 21:08:24,1150874781744607232
Here we go with the Fake Polls. Just like what happened with the Election against Crooked Hillary Clinton. ABC NBC CNN @nytimes @washingtonpost they all got it wrong on purpose. Suppression Polls so early? They will never learn!,07-15-2019 14:49:18,1150779375358480390
So sad to see the Democrats sticking up for people who speak so badly of our Country and who in addition hate Israel with a true and unbridled passion. Whenever confronted they call their adversaries including Nancy Pelosi “RACIST.” Their disgusting language.....,07-15-2019 00:02:20,1150556162393300992
RT @usminority: “In January of 2017 I bitterly proclaimed on social media that I would never be able to understand how anybody could vote…,07-14-2019 12:36:49,1150383647385640969
I am thrilled to be back in the Great State of Wisconsin with the extraordinary men &amp; women of Derco Aerospace! We are here today to celebrate the triumphant return of American Manufacturing and everything we are doing to keep the assembly lines rolling...https://t.co/6jR72cNNPH,07-12-2019 20:29:21,1149777787747803136
RT @WhiteHouse: "I'm hereby ordering every department and agency in the Federal Government to provide the Department of Commerce with all…,07-12-2019 11:34:53,1149643285499019265
RT @PAChamber: Trade with Canada and Mexico supports more than 12 million American jobs in every state in the Union. In fact 49 U.S. state…,07-12-2019 03:26:36,1149520407092875265
....He had the Majority &amp; blew it away with his poor leadership and bad timing. Never knew how to go after the Dems like they go after us. Couldn’t get him out of Congress fast enough!,07-12-2019 03:10:42,1149516403075981314
...and International. We have only one real currency in the USA and it is stronger than ever both dependable and reliable. It is by far the most dominant currency anywhere in the World and it will always stay that way. It is called the United States Dollar!,07-12-2019 00:15:23,1149472285905940480
To everyone on the Gulf Coast: As you make preparations to protect your homes &amp; loved ones from flooding &amp; the coming storm it is imperative that you heed the directions of @FEMA State &amp; Local Officials. We are working closely w/ them. Please be prepared be careful &amp; be SAFE!,07-11-2019 23:57:02,1149467665209028610
Dow just hit 27000 for first time EVER!,07-11-2019 14:52:13,1149330559379890176
RT @RepMarkMeadows: Reminder: not only are prominent Democrats calling to decriminalize border crossings—every single Democrat on the secon…,07-10-2019 13:50:13,1148952568762175490
....Why would Kentucky ever think of giving up the most powerful position in Congress the Senate Majority Leader for a freshman Senator with little power in what will hopefully be the minority party. We need Mitch in the Senate to Keep America Great!!,07-10-2019 00:13:42,1148747084167831553
RT @RepMarkMeadows: Barr is absolutely right about the Mueller testimony being a public spectacle... that’s all it ever was. Democrats' M…,07-09-2019 14:38:33,1148602344092971008
“With President Trump at the helm not only is America getting great again but he’s going to make our estuaries our rivers our water - everything better - the things he is doing and done are just helping America tremendously.” Thank you to Bruce Hrobak @foxandfriends,07-09-2019 12:38:04,1148572023037317120
Brilliant Constitutional Lawyer Dr. John Eastman said the Special Prosecutor (Mueller) should have NEVER been appointed in the first place. The entire exercise was fundamentally illegal. The Witch Hunt should never happen to another President of the U.S. again. A TOTAL SCAM! https://t.co/5sRAMhHAR8,07-08-2019 16:40:19,1148270600407924736
.....Comcast (NBC/MSNBC) Trump haters who do whatever Brian &amp; Steve tell them to do. Like CNN NBC is also way down in the ratings. But @FoxNews who failed in getting the very BORING Dem debates is now loading up with Democrats &amp; even using Fake unsourced @nytimes as....,07-07-2019 23:50:19,1148016423735836674
Sleepy Joe Biden just admitted he worked with segregationists and separately has already been very plain about the fact that he will be substantially raising everyone’s taxes if he becomes president. Ridiculously all Democrats want to substantially raise taxes!,07-07-2019 13:03:42,1147853700217618432
My deepest sympathies go out to the family and friends of great businessman and energy expert Chris Cline his wonderful daughter Kameron and their friends on the tragic accident which took place in the Bahamas. The great people of West Virginia will never forget them!,07-06-2019 03:00:47,1147339582586916864
RT @StewardshipAmer: Whenever you are in the Pensacola Florida area go see the famous Blues; they will make you so proud ~https://t.co/tB…,07-05-2019 03:56:23,1146991187343151106
....to do whatever is necessary to bring this most vital of questions and this very important case to a successful conclusion. USA! USA! USA!,07-03-2019 02:33:08,1146245460035850241
Thanks to “Phantom Fireworks” and “Fireworks by Grucci" for their generosity in donating the biggest fireworks show Washington D.C. has ever seen. CEO's Bruce Zoldan and Phil Grucci are helping to make this the greatest 4th of July celebration in our Nations history!,07-02-2019 22:05:56,1146178214819172355
Big 4th of July in D.C. “Salute to America.” The Pentagon &amp; our great Military Leaders are thrilled to be doing this &amp; showing to the American people among other things the strongest and most advanced Military anywhere in the World. Incredible Flyovers &amp; biggest ever Fireworks!,07-02-2019 14:25:06,1146062242388959238
The Economy is the BEST IT HAS EVER BEEN! Even much of the Fake News is giving me credit for that!,07-02-2019 11:50:57,1146023450001231872
As most people are aware according to the Polls I won EVERY debate including the three with Crooked Hillary Clinton despite the fact that in the first debate they modulated the sound on me and got caught. This crew looks somewhat easier than Crooked but you never know?,07-02-2019 11:38:22,1146020283045810180
People are fleeing New York like never before. If they own a business they are twice as likely to flee. And if they are a victim of harassment by the A.G. of the state like what they are doing to our great NRA which I think will move quickly to Texas where they are loved.....,07-02-2019 11:21:38,1146016073600372736
That’s right The Trump Foundation gave away 100% plus with Zero rent or expenses charged and has been being sued by Cuomo and New York State for years - another part of the political Witch Hunt. Just in case anyone is interested - Clinton Foundation never even looked at!,07-01-2019 16:37:21,1145733138984964097
It is very hard and expensive to live in New York. Governor Andrew Cuomo uses his Attorney General as a bludgeoning tool for his own purposes. They sue on everything always in search of a crime. I even got sued on a Foundation which took Zero rent &amp; expenses &amp; gave away...,07-01-2019 16:10:44,1145726440815693826
....more money than it had. Going on for years originally brought by Crooked Hillary’s Campaign Chair A.G. Eric Schneiderman until forced to resign for abuse against women. They never even looked at the disgusting Clinton Foundation. Now Cuomo’s A.G. is harassing all of my....,07-01-2019 16:10:44,1145726441612554240
The leaders of virtually every country that I met at the G-20 congratulated me on our great economy. Many countries are having difficulties on that score. We have the best economy anywhere in the world with GREAT &amp; UNLIMITED potential looking into the future!,06-30-2019 00:29:16,1145127125512536065
54% in Poll! I would be at 75% (with our great economy maybe the best ever) if not for the Phony Witch Hunt and the Fake News Media!,06-28-2019 22:41:17,1144737559786020864
